,Ant,Node,A Priori Status,Auto Metrics Flags,Flag Fraction Before Redcal,Flagged By Redcal chi^2 Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Median chi^2 Per Antenna (Jee),Median chi^2 Per Antenna (Jnn)
0,0,0,digital_maintenance,1.0,1.0,0.0,46.26017242888877,38.46334840786292,41.952226642072844,39.50613642361403,29.4374065428577,25.504745197716026,246.0153078747943,222.58129193061254,0.0,0.0
1,1,0,digital_maintenance,1.0,1.0,0.0,,126.20752501200276,inf,65.86366506954862,,62.66832035238147,,535.2374900973803,0.0,0.0
2,2,0,RF_maintenance,1.0,1.0,0.0,50.25880610834642,64.26108318945057,45.964115341635015,48.55492906518326,35.46490926834865,42.19086646062629,348.91803259870846,412.22916009901746,0.0,0.0
3,3,1,digital_ok,1.0,1.0,0.0,2.0973216458935826,0.8581110037175935,1.7637102164199385,0.7797708622431699,1.0293912182314893,0.6604027711250974,2.8964009798084076,5.636558757254746,0.0,0.0
4,4,1,RF_maintenance,0.0,1.0,0.0,-0.5646194479829243,-0.8791591450173107,-0.7205085480602371,-0.4798190034015279,0.02805724750496138,0.26685318674027975,2.1276525999867055,2.462748447565654,0.0,0.0
5,5,1,digital_ok,1.0,1.0,0.0,19.584618759443508,6.3856286211205875,33.37742405645761,5.459784939906404,25.41994328689384,1.1098141436147166,34.88947249531962,2.969919461195025,1.3746039867401123,21.58276891708374
6,11,0,digital_maintenance,1.0,1.0,0.0,40.49171969634319,50.63539810760624,40.751458793323614,41.9030924574918,34.22351108424741,34.38525841094729,257.17924286296596,240.38920030192773,0.0,0.0
7,12,0,RF_maintenance,1.0,1.0,0.0,41.19365001827148,36.53691199125782,41.7202361881067,41.57739741827672,25.46413428294637,33.96583042137769,257.01343623929694,291.8075439589104,0.0,0.0
8,13,0,digital_maintenance,1.0,1.0,0.0,,141.75807494274463,inf,66.96991872767657,,66.37268280673023,,598.8116877418021,0.0,0.0
9,14,0,digital_maintenance,1.0,1.0,0.0,15.10450510517764,38.3100318413813,27.752607142737165,38.60443507865063,52.83477009782891,20.74116627013766,468.24006591872376,187.8606817754172,0.0,0.0
10,15,1,RF_maintenance,0.0,1.0,0.0,-0.0325865018122486,-0.7821120645041206,2.378821445420382,0.4525446780997211,3.262833875374621,1.3042971262344931,2.1757851947456106,0.8623152013676676,0.0,0.0
11,16,1,RF_maintenance,0.0,1.0,0.0,-0.528101959124834,0.5418489614001788,0.11430004977697694,1.5474865213416924,-0.05183779602641737,1.5704272839362046,0.6940808431600246,1.7446469615941789,0.0,0.0
12,17,1,digital_ok,1.0,1.0,0.0,25.319800759237783,2.0731336907295446,36.606126449311496,5.24472003985437,29.417106120692278,1.1980808141412815,27.849744880025934,2.765154288283548,1.4780161678791046,47.116740226745605
13,18,1,digital_ok,1.0,1.0,0.0,4.5603392377792025,1.5815529010962206,16.158215807571793,2.132547840917687,1.1996070907622454,1.4933993478895788,3.1462607149600146,-1.3077589847791142,2.2142368676130205e-16,1.393372851062909e-15
14,23,0,RF_maintenance,1.0,1.0,0.0,34.282305323181866,18.584463960085724,40.744001897720736,21.658776675567395,24.60417220393294,65.33169993915108,226.2493936410538,595.9297535330636,0.0,0.0
15,24,0,RF_maintenance,1.0,1.0,0.0,,132.07495716895585,inf,62.269463546381736,,58.31855994955067,,468.19044064780434,0.0,0.0
16,25,0,digital_maintenance,1.0,1.0,0.0,194.47298143975797,187.4468772186919,inf,inf,10.687716231316312,13.280364207900872,40.05570226958042,72.98319608902729,0.0,0.0
17,26,0,digital_maintenance,1.0,1.0,0.0,195.02751267914334,193.08358116176566,inf,inf,9.680651478251736,9.400563005332765,40.55505387127299,40.94935518138979,0.0,0.0
18,27,1,RF_maintenance,0.0,1.0,0.0,-0.4598232527556919,0.12313383338747133,0.27870448671913745,0.2551765617300233,0.1307082045354528,-0.31696573796433347,-0.2998957878766782,-0.42987301005395007,0.0,0.0
19,28,1,RF_maintenance,1.0,1.0,0.0,77.10061927977759,10.197932207578031,61.30568036027379,11.980180700183693,129.99859232956473,7.634100599177898,264.04408106628495,23.422018504994263,0.0,0.0
20,29,1,digital_ok,0.0,1.0,0.0,-0.18699226386776782,-0.011289228889848495,-0.0640529963501452,0.40319678979510437,-1.4326429842417043,-0.576915265624106,-0.8695455395789533,-0.32367803784897436,3349.2705688476562,2160.0026245117188
21,30,1,RF_maintenance,1.0,1.0,0.0,9.58827997452702,1.3008165004658168,19.85152476888943,4.6107553545052316,6.154171431944024,3.0617991114557976,2.0347515796255955,2.4575557289102297,-1.4024932485439677e-17,-6.482128905558509e-17
22,39,0,digital_maintenance,1.0,1.0,0.0,,196.8696260808506,inf,inf,,8.884333189286382,,26.706064841300826,0.0,0.0
23,45,5,RF_maintenance,0.0,1.0,0.0,-0.07633552056863718,0.2360836025016225,0.08591464441495245,-0.8678259734201461,0.06572036950480446,-0.6466173437307388,0.6919321364407957,0.1432264144475345,2.570880949497223,11.618022680282593
24,46,5,digital_ok,0.0,0.0,1.0,-0.2609301976065085,-0.1941063420631572,0.021362849198466816,-0.37737737519631703,-0.5451207791259393,-0.9069956718660249,0.13405355337734975,0.06901635439543302,1128.592041015625,681.7024078369141
