,Ant,Node,A Priori Status,Auto Metrics Flags,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,Flag Fraction Before Redcal,Flagged By Redcal $\chi^2$ Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric,Median $\chi^2$ Per Antenna (Jee),Median $\chi^2$ Per Antenna (Jnn)
59,117,7,digital_ok,0.0,0.0,0.0,0.0,0.0,0.0,0.3276526272325272,0.23841535988927737,-1.0545812992909311,0.10948238846281191,3.260700913529133,-0.14667735720187933,0.3187522889486424,-1.283865767896179,0.7807093565755987,0.7406255766865043,0.41423404034742417,1.3797142207622528,1.2743461728096008
60,118,7,digital_ok,0.0,0.0,0.0,0.0,0.0,0.0,3.51448132401597,2.15544838677496,0.9787006151811706,0.9052547079087807,2.4509343803238397,-1.0046532926521188,0.6830711669305224,-0.46226759298003134,0.7875136941702038,0.7452633665459845,0.4026204322308792,1.3529933989048004,1.1846072375774384
61,119,7,digital_ok,1.0,0.0,0.0,0.0,0.0,0.0,6.122068441186287,1.1857523478833623,0.40915841526686914,-0.9833107701714193,0.2264147476450593,2.4045126590746415,-0.10349140944708754,8.020440511080407,0.8043678095587936,0.7541798979908373,0.4013223500597076,1.1963118314743042,1.054255485534668
62,120,8,RF_ok,0.0,0.0,0.0,0.0,0.0,0.0,0.1176621550495208,-0.4860466191546521,-0.5371735613169515,-0.23018001212808825,-0.5753535598298406,-1.3223527127852452,-0.3799089299600206,-0.8897279043064655,0.8025377136385025,0.7620832003343847,0.38913501984616994,1.0827435851097107,0.9059519171714783
63,121,8,RF_maintenance,1.0,1.0,1.0,0.0,1.0,0.0,29.335896352971467,42.33569616577287,17.132662367332447,18.0911823315526,28.032516518017324,35.472770782818635,7.979019056517892,7.678237895358385,0.02964636736749975,0.030140927073336213,0.0019088709747173568,1.1522191762924194,1.1481062471866608
64,122,8,RF_ok,1.0,0.0,0.0,0.0,0.0,0.0,0.9986560440905272,1.1745445958556913,1.1103553866101326,-0.5696699374989876,2.1000314134294427,-0.8130665862656679,56.206080353539235,-0.27298743000467846,0.7925417214261824,0.7589561000365425,0.3825014314404709,1.209723562002182,1.0145832300186157
65,123,8,RF_maintenance,1.0,1.0,1.0,0.0,1.0,0.0,46.77121619624024,61.872710081967824,15.27974009104923,14.66884319527583,29.34350048483255,35.54580880915126,3.6149693092672086,2.5594723389889484,0.025669955200988588,0.025810462482615558,0.0024548631518470964,1.1495429277420044,1.1499488055706024
66,124,9,RF_ok,0.0,0.0,0.0,0.0,0.0,0.0,-0.10133003957359957,2.0806195666228007,-1.1482152057074504,0.4668165433867403,-0.8011637030662435,-0.5056102780373796,-0.029453095157901066,0.02945309515790109,0.8064733421111016,0.7641275191563692,0.387704121265291,1.3207072913646698,1.1064817011356354
67,127,10,RF_ok,0.0,0.0,0.0,0.0,0.0,0.0,0.6109351399779915,-0.17327098960874282,-0.7406455095890024,1.3124566960513018,1.4570230808045774,1.0192879309945617,0.651249601235638,0.9156801416116036,0.788718996301049,0.7482076864980448,0.4157310062922425,1.5142662525177002,1.4109798669815063
68,128,10,RF_ok,0.0,0.0,0.0,0.0,0.0,0.0,-0.8421190151702173,1.3097932613882408,-0.8314568716422649,0.4357570273146348,0.2331660305558645,1.8748994955074019,0.155010986860466,-0.9982235021255053,0.7825937006830919,0.745255418309218,0.4276340113805453,1.4641357064247131,1.3932949006557465
